,#,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO
533,532,Janson Junk,MIL,0.0,1.0,7.71,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,24.0,7.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
534,533,Joey Wentz,DET,1.0,5.0,7.8,10.0,10.0,0.0,0.0,0.0,0.0,0.0,42.2,196.0,55.0,37.0,37.0,9.0,16.0,0.0,0.0,1.0,2.0,35.0
535,534,Michael Fulmer,CHC,0.0,4.0,7.84,23.0,0.0,0.0,0.0,1.0,3.0,2.0,20.2,91.0,24.0,18.0,18.0,4.0,9.0,0.0,0.0,2.0,0.0,24.0
536,535,Aaron Loup,LAA,0.0,2.0,7.84,13.0,0.0,0.0,0.0,0.0,4.0,2.0,10.1,57.0,17.0,11.0,9.0,0.0,6.0,2.0,2.0,0.0,1.0,8.0
537,536,Alex Vesia,LAD,0.0,2.0,7.84,13.0,0.0,0.0,0.0,0.0,2.0,1.0,10.1,59.0,23.0,9.0,9.0,1.0,6.0,1.0,0.0,1.0,0.0,15.0
538,537,Andre Jackson,LAD,0.0,0.0,7.98,6.0,0.0,0.0,0.0,1.0,0.0,0.0,14.2,67.0,19.0,13.0,13.0,5.0,3.0,0.0,0.0,0.0,0.0,13.0
539,538,Kyle Muller,OAK,1.0,4.0,8.04,10.0,10.0,0.0,0.0,0.0,0.0,0.0,47.0,230.0,69.0,42.0,42.0,9.0,23.0,1.0,3.0,2.0,0.0,33.0
540,539,Jameson Taillon,CHC,0.0,3.0,8.04,8.0,8.0,0.0,0.0,0.0,0.0,0.0,31.1,147.0,42.0,31.0,28.0,5.0,11.0,0.0,1.0,1.0,0.0,32.0
541,540,Chad Kuhl,WSN,0.0,2.0,8.06,7.0,5.0,0.0,0.0,1.0,0.0,0.0,25.2,120.0,29.0,23.0,23.0,5.0,17.0,1.0,1.0,2.0,0.0,22.0
542,541,David Peterson,NYM,1.0,6.0,8.08,8.0,8.0,1.0,0.0,0.0,0.0,0.0,39.0,182.0,54.0,35.0,35.0,8.0,14.0,0.0,1.0,1.0,0.0,45.0
543,542,Trevor May,OAK,2.0,3.0,8.1,11.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,53.0,12.0,10.0,9.0,3.0,10.0,2.0,2.0,1.0,0.0,8.0
544,543,Zach Neal,OAK,0.0,0.0,8.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,14.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
545,544,Robbie Ray,SEA,0.0,1.0,8.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,19.0,4.0,5.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0
546,545,Wander Suero,LAD,0.0,0.0,8.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,28.0,4.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0
547,546,Josh Taylor,KCR,1.0,3.0,8.15,17.0,1.0,0.0,0.0,0.0,0.0,2.0,17.2,83.0,22.0,17.0,16.0,4.0,9.0,1.0,0.0,1.0,1.0,26.0
548,547,Ty Blach,COL,0.0,0.0,8.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,56.0,22.0,13.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0
549,548,Matt Bush,MIL,0.0,1.0,8.22,9.0,0.0,0.0,0.0,1.0,1.0,2.0,7.2,35.0,6.0,7.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,8.0
550,549,Trey Wingenter,DET,1.0,0.0,8.31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,22.0,5.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,5.0
551,550,Brandon Pfaadt,ARI,0.0,2.0,8.37,5.0,5.0,0.0,0.0,0.0,0.0,0.0,23.2,107.0,31.0,22.0,22.0,8.0,8.0,0.0,0.0,0.0,0.0,18.0
552,551,Michael Grove,LAD,0.0,1.0,8.44,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,75.0,21.0,15.0,15.0,2.0,7.0,0.0,1.0,0.0,0.0,14.0
553,552,James Kaprielian,OAK,0.0,5.0,8.45,9.0,6.0,0.0,0.0,0.0,0.0,1.0,33.0,161.0,41.0,32.0,31.0,6.0,21.0,0.0,4.0,3.0,0.0,34.0
554,553,Aaron Bummer,CHW,1.0,1.0,8.47,22.0,0.0,0.0,0.0,0.0,6.0,1.0,17.0,80.0,20.0,16.0,16.0,0.0,9.0,1.0,1.0,2.0,0.0,15.0
555,554,Zack Littell,- - -,0.0,1.0,8.53,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,32.0,10.0,6.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0
556,555,Nick Burdi,CHC,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0
557,556,Pablo Reyes,BOS,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
558,557,Jose Rodriguez,SEA,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
559,558,Kenta Maeda,MIN,0.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,73.0,23.0,16.0,16.0,3.0,3.0,0.0,0.0,1.0,0.0,14.0
560,559,Zack Short,DET,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,560,Erich Uelmen,PHI,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
562,561,J.B. Bukauskas,SEA,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
563,562,Nicholas Padilla,CHW,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
564,563,Luis Cessa,CIN,1.0,4.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,132.0,46.0,26.0,26.0,3.0,12.0,0.0,1.0,2.0,0.0,11.0
565,564,Drew Rucinski,OAK,0.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,95.0,27.0,22.0,18.0,5.0,14.0,0.0,1.0,0.0,0.0,6.0
566,565,Jimmy Yacabonis,NYM,2.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,12.0,9.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0
567,566,Karl Kauffmann,COL,0.0,2.0,9.35,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.2,42.0,13.0,10.0,9.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0
568,567,Jose Suarez,LAA,1.0,2.0,9.62,6.0,6.0,0.0,0.0,0.0,0.0,0.0,24.1,123.0,37.0,27.0,26.0,9.0,15.0,0.0,0.0,1.0,0.0,21.0
569,568,Simeon Woods Richardson,MIN,0.0,0.0,9.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,24.0,7.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0
570,569,Garrett Acton,OAK,0.0,0.0,9.64,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,25.0,6.0,5.0,5.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0
571,570,Ranger Suarez,PHI,0.0,1.0,9.82,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,17.0,12.0,12.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0
572,571,Jose Urena,COL,0.0,4.0,9.82,5.0,5.0,0.0,0.0,0.0,0.0,0.0,18.1,93.0,27.0,22.0,20.0,9.0,14.0,0.0,0.0,1.0,0.0,9.0
573,572,Adam Oller,OAK,1.0,1.0,10.07,9.0,1.0,0.0,0.0,0.0,0.0,0.0,19.2,101.0,29.0,24.0,22.0,5.0,12.0,0.0,1.0,1.0,0.0,13.0
574,573,Gavin Stone,LAD,0.0,0.0,10.13,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,13.0,10.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0
575,574,Hogan Harris,OAK,0.0,0.0,10.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,24.0,2.0,6.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0
576,575,Sean Hjelle,SFG,1.0,1.0,10.13,10.0,0.0,0.0,0.0,0.0,0.0,1.0,13.1,74.0,21.0,19.0,15.0,1.0,10.0,1.0,2.0,4.0,0.0,16.0
577,576,Fernando Abad,COL,0.0,0.0,10.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,15.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
578,577,Madison Bumgarner,ARI,0.0,3.0,10.26,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.2,90.0,25.0,20.0,19.0,4.0,15.0,0.0,1.0,0.0,0.0,10.0
579,578,Levi Stoudt,CIN,0.0,1.0,10.29,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,11.0,8.0,8.0,1.0,4.0,0.0,0.0,0.0,1.0,6.0
580,579,Taylor Hearn,TEX,0.0,0.0,10.29,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,9.0,8.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
581,580,Garrett Hill,DET,0.0,0.0,10.29,5.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,34.0,7.0,10.0,8.0,2.0,5.0,0.0,0.0,1.0,0.0,7.0
582,581,Cole Irvin,BAL,0.0,2.0,10.38,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,65.0,18.0,15.0,15.0,2.0,8.0,0.0,1.0,1.0,0.0,13.0
583,582,Chase De Jong,PIT,0.0,0.0,10.61,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,47.0,13.0,11.0,11.0,3.0,5.0,0.0,1.0,1.0,0.0,5.0
584,583,Domingo Acevedo,OAK,0.0,0.0,10.61,9.0,0.0,0.0,0.0,0.0,2.0,2.0,9.1,47.0,16.0,11.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0
585,584,Cody Bradford,TEX,0.0,1.0,10.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,7.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0
586,585,Matthew Festa,SEA,0.0,0.0,10.8,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,19.0,3.0,4.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,5.0
587,586,Nabil Crismatt,SDP,0.0,1.0,10.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,53.0,17.0,12.0,12.0,3.0,5.0,0.0,1.0,1.0,0.0,8.0
588,587,Luis Frias,ARI,0.0,0.0,10.8,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2,36.0,10.0,8.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0
589,588,Carlos Perez,OAK,0.0,0.0,10.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
590,589,Bennett Sousa,MIL,0.0,0.0,10.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
591,590,Zack Burdi,TBR,0.0,0.0,11.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,6.0,6.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0
592,591,Yunior Marte,PHI,0.0,0.0,11.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,9.0,10.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,8.0
593,592,Gus Varland,MIL,0.0,0.0,11.42,8.0,0.0,0.0,0.0,0.0,1.0,0.0,8.2,51.0,15.0,12.0,11.0,3.0,8.0,0.0,1.0,0.0,0.0,6.0
594,593,Connor Overton,CIN,0.0,1.0,11.45,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,55.0,19.0,14.0,14.0,3.0,7.0,0.0,0.0,0.0,0.0,9.0
595,594,Joely Rodriguez,BOS,0.0,0.0,11.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,14.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0
596,595,Peter Solomon,ARI,0.0,0.0,12.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,67.0,17.0,18.0,18.0,2.0,11.0,0.0,1.0,1.0,0.0,6.0
597,596,Shintaro Fujinami,OAK,1.0,5.0,12.24,15.0,4.0,0.0,0.0,0.0,0.0,0.0,28.2,148.0,34.0,40.0,39.0,3.0,24.0,1.0,4.0,3.0,0.0,30.0
598,597,Reiss Knehr,SDP,0.0,0.0,12.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,18.0,4.0,5.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0
599,598,Matt Carasiti,COL,0.0,0.0,12.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,24.0,7.0,6.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0
600,599,Dinelson Lamet,COL,1.0,1.0,12.66,12.0,0.0,0.0,0.0,0.0,0.0,2.0,10.2,57.0,14.0,16.0,15.0,2.0,12.0,0.0,0.0,2.0,0.0,13.0
601,600,Joel Kuhnel,CIN,0.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
602,601,Alan Trejo,COL,0.0,0.0,13.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
603,602,Dereck Rodriguez,MIN,0.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
604,603,Ethan Small,MIL,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,9.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
605,604,Rico Garcia,OAK,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,17.0,5.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
606,605,Cole Waites,SFG,0.0,0.0,15.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,15.0,6.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
607,606,Sandy Leon,TEX,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
608,607,Sean Nolin,MIA,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,7.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
609,608,Jace Peterson,OAK,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
610,609,Harold Castro,COL,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
611,610,Jose Herrera,ARI,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,611,Zach McKinstry,DET,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
613,612,Ryan McKenna,BAL,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,613,Dylan Coleman,KCR,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,7.0,10.0,10.0,1.0,7.0,0.0,0.0,1.0,0.0,5.0
615,614,McKinley Moore,PHI,0.0,0.0,18.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,21.0,5.0,7.0,7.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0
616,615,Caleb Kilian,CHC,0.0,1.0,18.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,23.0,10.0,7.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0
617,616,Hanser Alberto,CHW,0.0,0.0,21.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.0,6.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
618,617,Lane Thomas,WSN,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
619,618,Matt Beaty,SFG,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
620,619,Daniel Castano,MIA,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
621,620,Josh Harrison,PHI,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.0,8.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
622,621,Riley Pint,COL,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
623,622,Josh Winder,MIN,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
624,623,Sammy Peralta,CHW,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
625,624,Luke Raley,TBR,0.0,0.0,30.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,19.0,11.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
626,625,Johnny Cueto,MIA,0.0,1.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
627,626,Johan Quezada,MIA,0.0,0.0,40.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.0,1.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
628,627,Christian Bethancourt,TBR,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
629,628,Jake Reed,LAD,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.0,5.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
630,629,Miles Mastrobuoni,CHC,0.0,0.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
